id,name,manaCost,colors,type,power,toughness,artist,keywords,originalText,flavorText
902,"Lathril, Blade of the Elves","{2}{B}{G}","B,G","Legendary Creature — Elf Noble","2","3","Ekaterina Burmak","Menace","Menace\nWhenever Lathril deals combat damage to a player, create that many 1/1 green Elf Warrior creature tokens.\n{T}, Tap ten untapped Elves you control: Each opponent loses 10 life and you gain 10 life.",""
903,"Niv-Mizzet, Visionary","{4}{U}{R}","R,U","Legendary Creature — Dragon Wizard","5","5","Raymond Swanland","Flying","Flying\nYou have no maximum hand size.\nWhenever a source you control deals noncombat damage to an opponent, you draw that many cards.","Those who interrupt the great scientist often find themselves testing the safety limits of his arcane inventions."
904,"Zimone, Paradox Sculptor","{2}{G}{U}","G,U","Legendary Creature — Human Wizard","1","4","Raluca Marinescu","","At the beginning of combat on your turn, put a +1/+1 counter on each of up to two target creatures you control.\n{G}{U}, {T}: Double the number of each kind of counter on up to two target creatures and/or artifacts you control.","""'Impossible' is a construct born from the assumed limits of our intellectual capabilities."""
905,"Banner of Kinship","{5}","","Artifact","","","Chris Seaman","","As this artifact enters, choose a creature type. This artifact enters with a fellowship counter on it for each creature you control of the chosen type.\nCreatures you control of the chosen type get +1/+1 for each fellowship counter on this artifact.",""
906,"Leyline Axe","{4}","","Artifact — Equipment","","","Julian Kok Joon Wen","Equip","If this card is in your opening hand, you may begin the game with it on the battlefield.\nEquipped creature gets +1/+1 and has double strike and trample.\nEquip {3}","Sharp enough to carve a swath through history."
907,"Scrawling Crawler","{3}","","Artifact Creature — Phyrexian Construct","3","2","Maxime Minard","","At the beginning of your upkeep, each player draws a card.\nWhenever an opponent draws a card, that player loses 1 life.","""We will sow perfection into the soft flesh of the Multiverse.""\n—Argent Etchings, plate 38, passage 8"
908,"Swiftfoot Boots","{2}","","Artifact — Equipment","","","Gabor Szikszai","Equip","Equipped creature has hexproof and haste.\nEquip {1}","""Start with small, careful steps. I've had customers accidentally jog themselves halfway across the continent in these things.""\n—Norris, arcane cobbler"
909,"Soulstone Sanctuary","","","Land","","","Jorge Jacinto","","{T}: Add {C}.\n{4}: This land becomes a 3/3 creature with vigilance and all creature types. It's still a land.","Explorers mistakenly focused on the hands, not what they could be grasping towards."
910,"Ajani, Caller of the Pride","{1}{W}{W}","W","Legendary Planeswalker — Ajani","","","Victor Adame Minguez","","+1: Put a +1/+1 counter on up to one target creature.\n−3: Target creature gains flying and double strike until end of turn.\n−8: Create X 2/2 white Cat creature tokens, where X is your life total.",""
911,"Kaito, Cunning Infiltrator","{1}{U}{U}","U","Legendary Planeswalker — Kaito","","","Michal Ivan","","Whenever a creature you control deals combat damage to a player, put a loyalty counter on Kaito.\n+1: Up to one target creature you control can't be blocked this turn. Draw a card, then discard a card.\n−2: Create a 2/1 blue Ninja creature token.\n−9: You get an emblem with ""Whenever a player casts a spell, you create a 2/1 blue Ninja creature token.""",""
912,"Liliana, Dreadhorde General","{4}{B}{B}","B","Legendary Planeswalker — Liliana","","","Dmitry Burmak","","Whenever a creature you control dies, draw a card.\n+1: Create a 2/2 black Zombie creature token.\n−4: Each player sacrifices two creatures of their choice.\n−9: Each opponent chooses a permanent they control of each permanent type and sacrifices the rest.",""
913,"Chandra, Flameshaper","{5}{R}{R}","R","Legendary Planeswalker — Chandra","","","Lie Setiawan","","+2: Add {R}{R}{R}. Exile the top three cards of your library. Choose one. You may play that card this turn.\n+1: Create a token that's a copy of target creature you control, except it has haste and ""At the beginning of the end step, sacrifice this token.""\n−4: Chandra deals 8 damage divided as you choose among any number of target creatures and/or planeswalkers.",""
914,"Vivien Reid","{3}{G}{G}","G","Legendary Planeswalker — Vivien","","","Zara Alfonso","","+1: Look at the top four cards of your library. You may reveal a creature or land card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.\n−3: Destroy target artifact, enchantment, or creature with flying.\n−8: You get an emblem with ""Creatures you control get +2/+2 and have vigilance, trample, and indestructible.""",""
915,"Sire of Seven Deaths","{7}","","Creature — Eldrazi","7","7","Alexander Mokhov","First strike,Lifelink,Menace,Reach,Trample,Vigilance,Ward","First strike\nVigilance\nMenace\nTrample\nReach\nLifelink\nWard—\nPay 7 life.",""
916,"Arahbo, the First Fang","{2}{W}","W","Legendary Creature — Cat Avatar","2","2","Chris Rahn","","Other Cats you control get +1/+1.\nWhenever Arahbo or another nontoken Cat you control enters, create a 1/1 white Cat creature token.","The rumble of his roar is a call to the hunt."
917,"Celestial Armor","{2}{W}","W","Artifact — Equipment","","","José Parodi","Equip,Flash","Flash\nWhen this Equipment enters, attach it to target creature you control. That creature gains hexproof and indestructible until end of turn.\nEquipped creature gets +2/+0 and has flying.\nEquip {3}{W}",""
918,"Crystal Barricade","{1}{W}","W","Artifact Creature — Wall","0","4","Alayna Danner","Defender","Defender\nYou have hexproof.\nPrevent all noncombat damage that would be dealt to other creatures you control.","Ikoria's crystals glow in the presence of monsters, making them valuable as both defensive fortifications and warning beacons."
919,"Exemplar of Light","{2}{W}{W}","W","Creature — Angel","3","3","Chris Rahn","Flying","Flying\nWhenever you gain life, put a +1/+1 counter on this creature.\nWhenever you put one or more +1/+1 counters on this creature, draw a card. This ability triggers only once each turn.",""
920,"Giada, Font of Hope","{1}{W}","W","Legendary Creature — Angel","2","2","Scott M. Fischer","Flying,Vigilance","Flying, vigilance\nEach other Angel you control enters with an additional +1/+1 counter on it for each Angel you already control.\n{T}: Add {W}. Spend this mana only to cast an Angel spell.",""
921,"Herald of Eternal Dawn","{4}{W}{W}{W}","W","Creature — Angel","6","6","PINDURSKI","Flash,Flying","Flash\nFlying\nYou can't lose the game and your opponents can't win the game.","""Have patience, brave one. Just as the sun returns each morning, I will be there to drive back the terrors of night."""
922,"Raise the Past","{2}{W}{W}","W","Sorcery","","","Jorge Jacinto","","Return all creature cards with mana value 2 or less from your graveyard to the battlefield.","Conyan the Great carefully selected his last words as he lay bleeding on the battlefield. Moments later, he snapped awake in a body of stone, with a startled, curious face peering at him."
923,"Skyknight Squire","{1}{W}","W","Creature — Cat Scout","1","1","Arif Wijaya","","Whenever another creature you control enters, put a +1/+1 counter on this creature.\nAs long as this creature has three or more +1/+1 counters on it, it has flying and is a Knight in addition to its other types.","""Fly high. Fly true. Fly free.""\n—Skyknight's oath"
924,"Valkyrie's Call","{3}{W}{W}","W","Enchantment","","","Julie Dillon","","Whenever a nontoken, non-Angel creature you control dies, return that card to the battlefield under its owner's control with a +1/+1 counter on it. It has flying and is an Angel in addition to its other types.","Every warrior on Kaldheim aspires to a death so noble."
925,"Archmage of Runes","{3}{U}{U}","U","Creature — Giant Wizard","3","6","Zoltan Boros","","Instant and sorcery spells you cast cost {1} less to cast.\nWhenever you cast an instant or sorcery spell, draw a card.","The giants of Kaldheim have over two hundred runes for ""squish."""
926,"Curator of Destinies","{4}{U}{U}","U","Creature — Sphinx","5","5","Alayna Danner","Flying","This spell can't be countered.\nFlying\nWhen this creature enters, look at the top five cards of your library and separate them into a face-down pile and a face-up pile. An opponent chooses one of those piles. Put that pile into your hand and the other into your graveyard.",""
927,"Drake Hatcher","{1}{U}","U","Creature — Human Wizard","1","3","Zoltan Boros","Prowess,Vigilance","Vigilance, prowess\nWhenever this creature deals combat damage to a player, put that many incubation counters on it.\nRemove three incubation counters from this creature: Create a 2/2 blue Drake creature token with flying.",""
928,"High Fae Trickster","{3}{U}","U","Creature — Faerie Wizard","4","2","Arif Wijaya","Flash,Flying","Flash\nFlying\nYou may cast spells as though they had flash.","""You humans think even slower than you move. You don't realize you've already lost."""
929,"Homunculus Horde","{3}{U}","U","Creature — Homunculus","2","2","Filipe Pagliuso","","Whenever you draw your second card each turn, create a token that's a copy of this creature.","""To whoever left their homunculus experiment unattended: you will not be penalized if you come forward and tell us how to make it stop.""\n—Laboratory notice"
930,"Kiora, the Rising Tide","{2}{U}","U","Legendary Creature — Merfolk Noble","3","2","Magali Villeneuve","Threshold","When Kiora enters, draw two cards, then discard two cards.\nThreshold — Whenever Kiora attacks, if there are seven or more cards in your graveyard, you may create Scion of the Deep, a legendary 8/8 blue Octopus creature token.",""
931,"Lunar Insight","{2}{U}","U","Sorcery","","","Julie Dillon","","Draw a card for each different mana value among nonland permanents you control.","""When wolves howl at the moon, I can't help but wonder: Does it answer? What secrets might it share when humans aren't listening?""\n—Elinor, philosopher"
932,"Omniscience","{7}{U}{U}{U}","U","Enchantment","","","Dominik Mayer","","You may cast spells from your hand without paying their mana costs.","""Knowing everything reveals not answers, but in fact their profound absence.""\n—Gadwick, the Wizened"
933,"Sphinx of Forgotten Lore","{2}{U}{U}","U","Creature — Sphinx","3","3","Chuck Lukacs","Flash,Flying","Flash\nFlying\nWhenever this creature attacks, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to that card's mana cost.",""
934,"Abyssal Harvester","{1}{B}{B}","B","Creature — Demon Warlock","3","2","Aaron J. Riley","","{T}: Exile target creature card from a graveyard that was put there this turn. Create a token that's a copy of it, except it's a Nightmare in addition to its other types. Then exile all other Nightmare tokens you control.","Final moments stricken by terror make the corpses into potent magical fuel."
935,"Blasphemous Edict","{3}{B}{B}","B","Sorcery","","","Dmitry Burmak","","You may pay {B} rather than pay this spell's mana cost if there are thirteen or more creatures on the battlefield.\nEach player sacrifices thirteen creatures of their choice.",""
